,abilities
kmeans_n_clusters_1,0.37494278
kmeans_n_clusters_2,0.51489675
kmeans_n_clusters_3,0.53291965
kmeans_n_clusters_4,0.5317286
kmeans_n_clusters_5,0.53518355
kmeans_n_clusters_6,0.5330985
kmeans_n_clusters_7,0.5304463
kmeans_n_clusters_8,0.5284377
dbscan_eps_0_1_min_samples_2,0.37763265
dbscan_eps_0_2_min_samples_2,0.4491819
dbscan_eps_0_3_min_samples_2,0.49715927
dbscan_eps_0_4_min_samples_2,0.514991
dbscan_eps_0_5_min_samples_2,0.521608
dbscan_eps_0_6_min_samples_2,0.5207571
dbscan_eps_0_7_min_samples_2,0.5184018
dbscan_eps_0_8_min_samples_2,0.51819235
dbscan_eps_0_9_min_samples_2,0.51819235
kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,0.37494278
kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,0.51489675
kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,0.5348232
kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,0.5310443
kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,0.532124
kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,0.53058666
kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,0.53145826
kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,0.527798
spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,0.37494278
spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,0.51489675
spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,0.5342504
spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,0.53578955
spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,0.5378552
spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,0.5357981
spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,0.5293461
spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,0.52682835
mean_shift_,0.51489675
optics_,0.44543678
random_model_n1,0.4621959
random_model_n2,0.4609425
random_model_n3,0.461597
random_model_n4,0.4607001
random_model_n5,0.46223003
random_model_n6,0.46238646
random_model_n7,0.46310863
random_model_n8,0.46316606
random_model_n9,0.4610099
random_model_n10,0.46206832
random_model_n11,0.46142328
random_model_n12,0.46171698
random_model_n13,0.46158686
random_model_n14,0.46244177
random_model_n15,0.46051627
average_model,0.50258905
optimal_clustering,0.5417419
