,abilities
kmeans_n_clusters_1,0.41946864
kmeans_n_clusters_2,0.49680534
kmeans_n_clusters_3,0.5200836
kmeans_n_clusters_4,0.52448165
kmeans_n_clusters_5,0.5264077
kmeans_n_clusters_6,0.52650875
kmeans_n_clusters_7,0.52667695
kmeans_n_clusters_8,0.52692115
dbscan_eps_0_1_min_samples_2,0.5216781
dbscan_eps_0_2_min_samples_2,0.5239534
dbscan_eps_0_3_min_samples_2,0.42515004
dbscan_eps_0_4_min_samples_2,0.42156854
dbscan_eps_0_5_min_samples_2,0.4203727
dbscan_eps_0_6_min_samples_2,0.4203727
dbscan_eps_0_7_min_samples_2,0.41946864
dbscan_eps_0_8_min_samples_2,0.41946864
dbscan_eps_0_9_min_samples_2,0.41946864
kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,0.41946864
kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,0.49675333
kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,0.52041596
kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,0.52423716
kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,0.5245389
kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,0.5250139
kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,0.5258203
kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,0.52334434
spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,0.41946864
spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,0.49725026
spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,0.5204341
spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,0.5199424
spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,0.51842207
spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,0.5232431
spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,0.5219535
spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,0.5203141
mean_shift_,0.52086645
optics_min_samples_7_xi_0_01_min_cluster_size_0_2,0.5118374
random_model_n1,0.48341128
random_model_n2,0.4834134
random_model_n3,0.4830568
random_model_n4,0.4833587
random_model_n5,0.48334372
random_model_n6,0.48369592
random_model_n7,0.48353368
random_model_n8,0.48346984
random_model_n9,0.48388582
random_model_n10,0.4834236
random_model_n11,0.48341238
random_model_n12,0.48343173
random_model_n13,0.48337257
random_model_n14,0.48357007
random_model_n15,0.48347068
random_model_n16,0.483549
random_model_n17,0.48358634
random_model_n18,0.4833836
random_model_n19,0.48330942
random_model_n20,0.48339275
random_model_n21,0.48329782
random_model_n22,0.48316976
random_model_n23,0.48311895
random_model_n24,0.4834191
random_model_n25,0.4833672
random_model_n26,0.48351866
random_model_n27,0.4833592
random_model_n28,0.48310277
random_model_n29,0.48338103
random_model_n30,0.48347107
random_model_n31,0.48337018
random_model_n32,0.48350295
random_model_n33,0.48353377
random_model_n34,0.4837433
random_model_n35,0.48332092
random_model_n36,0.48335022
random_model_n37,0.48341447
random_model_n38,0.48318636
random_model_n39,0.4834378
random_model_n40,0.4830133
random_model_n41,0.4833338
random_model_n42,0.48351008
random_model_n43,0.48355278
random_model_n44,0.48355648
random_model_n45,0.48343462
random_model_n46,0.4832437
random_model_n47,0.4834216
random_model_n48,0.48346645
random_model_n49,0.4833812
random_model_n50,0.483521
random_model_n51,0.4834791
average_model,0.4900595
optimal_clustering,0.52753466
