,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,mean_shift_,optics_,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,average_model,optimal_clustering
0,0.48577740955537146,0.5356945595139464,0.538180060756697,0.5210577188621928,0.5216100524716929,0.5170533001933167,0.5210577188621928,0.5114609223971278,0.48577740955537146,0.48577740955537146,0.48577740955537146,0.48577740955537146,0.48577740955537146,0.48577740955537146,0.48577740955537146,0.48577740955537146,0.48577740955537146,0.48577740955537146,0.49130074565037285,0.5032449599558133,0.5045567522783762,0.5036592101629385,0.502002209334438,0.49378624689312345,0.49972383319524993,0.48577740955537146,0.5373515603424468,0.5386633526650096,0.5383871858602596,0.5384562275614471,0.5276166804750069,0.5276166804750069,0.5219552609776305,0.5078017122341895,0.48522507594587133,0.49889533278099973,0.49930958298812483,0.49620270643468656,0.5030378348522507,0.4995857497928749,0.4987572493786247,0.5004142502071252,0.49703120684893676,0.5032449599558133,0.5004142502071252,0.49827395747031206,0.49951670809168736,0.49848108257387463,0.4983429991714996,0.4997928748964374,0.5009665838166253,0.4991714995857498,0.5061940269065373,0.5386633526650096
1,0.5007939795636565,0.553196630764982,0.5472590444628556,0.5476042529687931,0.5485708367854184,0.5386978735156034,0.5454639602319801,0.5373860811930405,0.5007939795636565,0.5007939795636565,0.5007939795636565,0.5007939795636565,0.5007939795636565,0.5007939795636565,0.5007939795636565,0.5007939795636565,0.5007939795636565,0.5007939795636565,0.5296534106600387,0.5005178127589064,0.5120477768572218,0.48753797293565315,0.48346451256558964,0.49278514222590447,0.49368268434134216,0.5007939795636565,0.556924882629108,0.5548536315934824,0.5540941728804197,0.5536108809721072,0.5349696216514775,0.5343482463407898,0.5418737917702292,0.49036868268434136,0.4921637669152168,0.5008630212648439,0.5054888152444076,0.49596106048053024,0.5033485225075945,0.49444214305440487,0.5012082297707815,0.5018296050814692,0.5068006075669704,0.5045912731289699,0.49589201877934275,0.49817039491853077,0.500724937862469,0.5043841480254073,0.5039008561170947,0.5003797293565313,0.498860811930406,0.5039008561170947,0.5183029549848108,0.556924882629108
2,0.4813932615299641,0.5655550952775477,0.5638290527478597,0.5502278376139188,0.5493993371996686,0.547328086164043,0.5488470035901685,0.5484327533830433,0.4813932615299641,0.4813932615299641,0.4813932615299641,0.4813932615299641,0.4813932615299641,0.4813932615299641,0.4813932615299641,0.4813932615299641,0.4813932615299641,0.4813932615299641,0.5335887876277271,0.4986536868268434,0.5181924882629108,0.5159141121237227,0.5089409003037835,0.5018986467826567,0.5119096934548467,0.4813932615299641,0.5667288041977354,0.5675573046119856,0.5672120961060481,0.5670049710024855,0.5322079536039768,0.5322079536039768,0.5208160729080364,0.5072838994752831,0.47676746755040045,0.49872272852803096,0.49803231151615573,0.5065934824634079,0.4943731013532173,0.5040389395194698,0.4998273957470312,0.49326843413421706,0.4927161005247169,0.5050745650372825,0.49955122894228116,0.5045222314277824,0.4985156034244684,0.5017605633802817,0.4990679370339685,0.49879177022921845,0.4990679370339685,0.5023819386909694,0.5164920897936639,0.5675573046119856
3,0.4797362607014637,0.5369718309859155,0.5496064623032312,0.5454639602319801,0.5315175365921017,0.522887323943662,0.5426332504832919,0.5404239160452914,0.4797362607014637,0.4797362607014637,0.4797362607014637,0.4797362607014637,0.4797362607014637,0.4797362607014637,0.4797362607014637,0.4797362607014637,0.4797362607014637,0.4797362607014637,0.48601905550952773,0.5012772714719691,0.4914733499033416,0.5121858602595968,0.5066625241645955,0.508871858602596,0.509148025407346,0.4797362607014637,0.5374551228942281,0.5493302954984811,0.5468447942557305,0.546913835956918,0.5467067108533554,0.5432546257939795,0.5436688760011047,0.5026581054957194,0.48118613642640157,0.49720381110190554,0.4992750621375311,0.5038318144159072,0.5055578569455952,0.4974799779066556,0.4982394366197183,0.5006558961612814,0.5066625241645955,0.4929232256282795,0.49920602043634354,0.5080433581883458,0.4986536868268434,0.49955122894228116,0.49554681027340514,0.4961681855840928,0.5039698978182823,0.5039698978182823,0.5097141673570836,0.5496064623032312
4,0.5047638773819387,0.5533001933167633,0.5428748964374482,0.5424606462303231,0.5439795636564485,0.5334161833747584,0.5406655619994477,0.5323115161557581,0.5047638773819387,0.5047638773819387,0.5047638773819387,0.5047638773819387,0.5047638773819387,0.5047638773819387,0.5047638773819387,0.5047638773819387,0.5047638773819387,0.5047638773819387,0.5302402651201326,0.49944766639049987,0.5131179232256283,0.5006213753106876,0.4910245788456228,0.49378624689312345,0.4946837890085612,0.5047638773819387,0.5575117370892019,0.5496409831538249,0.5490886495443248,0.5482601491300746,0.5298260149130074,0.5297569732118199,0.535901684617509,0.49012703673018504,0.4955813311239989,0.5011737089201878,0.4960646230323115,0.4910245788456228,0.4969621651477492,0.4930958298812483,0.49668599834299915,0.4983429991714996,0.4942695388014361,0.5053852526926264,0.5023474178403756,0.5026235846451257,0.5,0.5033830433581884,0.4952361226180613,0.49620270643468656,0.498135874067937,0.49261253797293564,0.5187083284017833,0.5575117370892019
5,0.4896437448218724,0.5401822700911351,0.5446699806683236,0.5381110190555095,0.5240955537144435,0.5138773819386909,0.5371444352388843,0.5359707263186965,0.4896437448218724,0.4896437448218724,0.4896437448218724,0.4896437448218724,0.4896437448218724,0.4896437448218724,0.4896437448218724,0.4896437448218724,0.4896437448218724,0.4896437448218724,0.5142225904446286,0.4947528307097487,0.5140845070422535,0.502278376139188,0.5006904170118752,0.5051090858878763,0.5038663352665009,0.4896437448218724,0.5391466445733223,0.5438414802540734,0.5407346037006352,0.5408036454018227,0.5410798122065728,0.537765810549572,0.5379729356531345,0.48156586578293287,0.48971278652305994,0.5055233360950013,0.4997928748964374,0.4993786246893123,0.49848108257387463,0.49261253797293564,0.4944076222038111,0.5004832919083126,0.49620270643468656,0.509596796465065,0.4971692902513118,0.5002071251035626,0.4953051643192488,0.5033140016570008,0.5035901684617509,0.5020712510356256,0.5055233360950013,0.4988262910798122,0.5113544009152956,0.5446699806683236
6,0.4830502623584645,0.5578914664457332,0.5572700911350456,0.5579605081469208,0.5574081745374206,0.5503659210162939,0.5567867992267329,0.5488470035901685,0.4830502623584645,0.4830502623584645,0.4830502623584645,0.4830502623584645,0.4830502623584645,0.4830502623584645,0.4830502623584645,0.4830502623584645,0.4830502623584645,0.4830502623584645,0.5337268710301022,0.4990679370339685,0.5256489919911627,0.5159141121237227,0.504729356531345,0.5056268986467827,0.5102526926263463,0.4830502623584645,0.5611364264015465,0.5634838442419221,0.562931510632422,0.5621720519193593,0.5453258768296051,0.5449116266224799,0.5535418392709196,0.47683650925158794,0.5058340237503453,0.5006558961612814,0.4933374758354046,0.49388980944490474,0.4929232256282795,0.4929232256282795,0.5004487710577189,0.4960301021817178,0.5042460646230323,0.49347555923777964,0.49761806130903063,0.4994131455399061,0.5041770229218447,0.5044531897265948,0.5020367301850318,0.4986536868268434,0.49734189450428057,0.4941659762496548,0.5186935337515288,0.5634838442419221
7,0.4933374758354046,0.539043082021541,0.5424951670809168,0.5353838718586026,0.5175711129522231,0.5166735708367854,0.534762496547915,0.5325531621099144,0.4933374758354046,0.4933374758354046,0.4933374758354046,0.4933374758354046,0.4933374758354046,0.4933374758354046,0.4933374758354046,0.4933374758354046,0.4933374758354046,0.4933374758354046,0.5186067384700359,0.4954777685722176,0.5120477768572218,0.4874689312344656,0.4997583540458437,0.5016224799779067,0.49837752002209335,0.4933374758354046,0.5375241645954156,0.5407000828500415,0.5384217067108533,0.5383526650096658,0.5380764982049158,0.5348315382491025,0.5344863297431649,0.4845691797845899,0.49285418392709196,0.5076291079812206,0.5000345208505937,0.4983084783209058,0.49630626898646785,0.5034866059099696,0.5004487710577189,0.5000345208505937,0.5004487710577189,0.507145816072908,0.5039698978182823,0.49430405965202984,0.5005178127589064,0.49920602043634354,0.49471830985915494,0.49589201877934275,0.502865230599282,0.5001726042529688,0.5111916597624966,0.5424951670809168
8,0.4909210162938415,0.5339339961336648,0.5392502071251035,0.5345553714443524,0.5199875724937862,0.5119096934548467,0.5322079536039768,0.5302747859707263,0.4909210162938415,0.4909210162938415,0.4909210162938415,0.4909210162938415,0.4909210162938415,0.4909210162938415,0.4909210162938415,0.4909210162938415,0.4909210162938415,0.4909210162938415,0.5134286108809721,0.5025890637945319,0.5041770229218447,0.4893330571665286,0.4978251864125932,0.49023059928196633,0.49761806130903063,0.4909210162938415,0.5334507042253521,0.539181165423916,0.5361433305716653,0.5360052471692902,0.5359362054681027,0.5326222038111019,0.5332435791217895,0.47959817729908866,0.49126622479977905,0.5037627727147197,0.49554681027340514,0.5025200220933443,0.4986536868268434,0.4952016017674675,0.5016915216790941,0.501139188069594,0.49161143330571666,0.4941659762496548,0.4966514774924054,0.5045222314277824,0.4981013532173433,0.5012772714719691,0.49713476940071805,0.4998964374482187,0.505005523336095,0.5035556476111571,0.5087377204402889,0.5392502071251035
9,0.47552471692902515,0.543185584092792,0.5507801712234189,0.5463615023474179,0.5341411212372272,0.526615575807788,0.5452568351284176,0.5438760011046673,0.47552471692902515,0.47552471692902515,0.47552471692902515,0.47552471692902515,0.47552471692902515,0.47552471692902515,0.47552471692902515,0.47552471692902515,0.47552471692902515,0.47552471692902515,0.5152236951118475,0.5023128969897819,0.5209541563104115,0.507145816072908,0.4860880972107153,0.5032104391052196,0.5156379453189727,0.47552471692902515,0.5402858326429163,0.548916045291356,0.5489850869925434,0.549192212096106,0.5489850869925434,0.5464995857497928,0.5462924606462303,0.5073529411764706,0.47614609223971277,0.49444214305440487,0.49920602043634354,0.5039698978182823,0.5018296050814692,0.4981013532173433,0.5039698978182823,0.4941659762496548,0.5056268986467827,0.4925780171223419,0.49720381110190554,0.5032104391052196,0.49637531068765534,0.5019676884838442,0.4933374758354046,0.4997583540458437,0.4957539353769677,0.49713476940071805,0.5102783366867875,0.5507801712234189
