,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,random_model_n23,random_model_n24,random_model_n25,random_model_n26,random_model_n27,average_model,optimal_clustering
0,0.31909489725236667,0.6396906026321866,0.6712075733087047,0.6711498499191872,0.670572616024013,0.670572616024013,0.6711498499191872,0.670572616024013,0.6351881782498269,0.6632994689448164,0.6678596167166936,0.6698222119602864,0.6686677441699377,0.6686677441699377,0.6652620641884092,0.6671669360424844,0.6680905102747633,0.31909489725236667,0.6386515816208728,0.6688409143384899,0.6679173401062111,0.6515816208727776,0.6637035326714384,0.6694758716231817,0.6694181482336643,0.31909489725236667,0.4956707457861926,0.6125606095589933,0.6195451396906027,0.6362271992611406,0.6299353498037404,0.6605287462479796,0.6566612791503117,0.6688409143384899,0.4681944123758947,0.5088894019856846,0.48857076887554834,0.5041560840452551,0.49047564072962363,0.49318864003694296,0.5111406141768645,0.5011544677903487,0.48025860078503807,0.49197644885707686,0.5064650196259525,0.49699838374509353,0.489321172939275,0.4971715539136458,0.5004617871161394,0.5019625952435927,0.4953821288386054,0.4959016393442623,0.5084853382590626,0.49849919187254677,0.485453705841607,0.5029438928653891,0.5161048256753636,0.49815285153544214,0.5011544677903487,0.4800854306164858,0.4973447240821981,0.5061186792888478,0.605005259242156,0.6712075733087047
1,0.42715308242900024,0.5908566151004387,0.5882013391826368,0.5752712999307319,0.5823135534518586,0.5816208727776495,0.585026552759178,0.5790233202493651,0.5718656199492034,0.5604941122142693,0.42697991226044796,0.4311937196952205,0.4318286769799123,0.4322904640960517,0.4327522512121912,0.4327522512121912,0.43217501731701685,0.42715308242900024,0.5914915723851305,0.5888362964673286,0.5887208496882937,0.5776956822904641,0.5838720849688294,0.5746363426460401,0.5788501500808128,0.42715308242900024,0.5234356961440776,0.584622489032556,0.5875086585084276,0.5642461325329023,0.5783883629646733,0.5782729161856385,0.5781574694066035,0.5745208958670053,0.5630916647425537,0.5018471484645578,0.5066381897945047,0.5032325098129762,0.5057723389517432,0.5005772338951743,0.49480489494343105,0.49994227661048257,0.49174555529900715,0.5032325098129762,0.5074463172477488,0.507330870468714,0.49549757561764024,0.5050219348880166,0.49434310782729163,0.49584391595474486,0.5035211267605634,0.5023666589702147,0.5070422535211268,0.49792195797737243,0.5057723389517432,0.4918032786885246,0.5121796351881782,0.4969406603555761,0.49653659662895405,0.489725236665897,0.4971138305241284,0.49867236204109905,0.5611846549851629,0.5914915723851305
2,0.436331101362272,0.5826021703994458,0.5833525744631725,0.5732509812976218,0.5656892172708381,0.5650542599861463,0.575675363657354,0.5652851535442162,0.5619949203417225,0.5478526899099515,0.43719695220503346,0.4406603555760794,0.4404871854075271,0.44083352574463175,0.4411798660817363,0.4411798660817363,0.4404871854075271,0.436331101362272,0.5824290002308936,0.5845647656430386,0.5821403832833064,0.566208727776495,0.5763103209420457,0.5699030247056107,0.5655737704918032,0.436331101362272,0.5240129300392519,0.5778688524590164,0.5788501500808128,0.5495266682059571,0.5749826829831448,0.5752135765412145,0.5753290233202494,0.5698453013160932,0.4744285384437774,0.4980374047564073,0.5034056799815285,0.49341953359501267,0.5064650196259525,0.5006349572846918,0.5048487647194644,0.501731701685523,0.4926114061417686,0.49549757561764024,0.5057146155622259,0.4926114061417686,0.5049642114984992,0.5004617871161394,0.5054259986146387,0.5023089355806973,0.5011544677903487,0.4968829369660586,0.5059455091202956,0.5031170630339413,0.4949780651119834,0.49670976679750634,0.4901870237820365,0.5001731701685523,0.498268298314477,0.5062341260678828,0.4983837450935119,0.5016162549064881,0.5521883578337052,0.5845647656430386
3,0.5405218194412376,0.5905102747633341,0.5928769337335489,0.593569614407758,0.5969752943892865,0.5969752943892865,0.5901639344262295,0.5723851304548603,0.41047102285846226,0.5907988917109213,0.5632071115215885,0.558993304086816,0.5565689217270838,0.5555876241052875,0.555125836989148,0.555125836989148,0.5502770722696837,0.5405218194412376,0.5908566151004387,0.5947818055876241,0.595301316093281,0.5963980604941123,0.5843915954744863,0.5785615331332256,0.5801200646501963,0.5405218194412376,0.5882590625721542,0.573539598245209,0.5027707226968368,0.4994804894943431,0.49792195797737243,0.5003463403371046,0.49792195797737243,0.5780997460170861,0.5093511891018241,0.4998268298314477,0.49988455322096514,0.5077926575848534,0.4863195566843685,0.501731701685523,0.48787808820133916,0.49821057492495957,0.5094666358808589,0.4965943200184715,0.5093511891018241,0.4930731932579081,0.5031747864234588,0.5023666589702147,0.5060609558993304,0.4953821288386054,0.5043292542138075,0.49792195797737243,0.5040406372662203,0.502539829138767,0.5125259755252829,0.5081967213114754,0.49220734241514663,0.4995382128838605,0.49532440544908796,0.49082198106672825,0.5006349572846918,0.5035788501500809,0.5567998152851535,0.5969752943892865
4,0.406430385592242,0.5999191872546756,0.608924036019395,0.6090394827984299,0.6019395058877858,0.6029785268990995,0.5956476564303856,0.6004964211498499,0.5808704687139229,0.5780997460170861,0.5829485107365504,0.41041329946894484,0.4103555760794274,0.40995151235280536,0.41087508658508426,0.41087508658508426,0.411105980143154,0.406430385592242,0.6004964211498499,0.6069037173862849,0.6080581851766336,0.5822558300623413,0.5856615100438698,0.6010736550450242,0.6004964211498499,0.406430385592242,0.5155853151697067,0.5861810205495267,0.5861232971600092,0.6003809743708151,0.6088085892403602,0.6089817594089125,0.6091549295774648,0.5842184253059339,0.5821403832833064,0.49526668205957053,0.5057146155622259,0.5039251904871854,0.49578619256522743,0.5003463403371046,0.5052528284460863,0.4930154698683907,0.4923227891941815,0.501212191179866,0.5014430847379359,0.49047564072962363,0.4994804894943431,0.49959593627337795,0.5041560840452551,0.5072731470791965,0.49411221426922186,0.5008658508427615,0.4921496190256292,0.5010967444008312,0.5080812745324406,0.49884553220965133,0.4866081736319557,0.5030016162549065,0.5072731470791965,0.5071577003001616,0.506407296236435,0.5000577233895175,0.5735417361485244,0.6091549295774648
5,0.5425998614638652,0.5631493881320712,0.5656892172708381,0.5559916878319094,0.5502193488801662,0.550046178711614,0.5380974370815055,0.45993996767490186,0.4380050796582775,0.5578965596859847,0.554317709535904,0.552990071577003,0.5524705610713461,0.5522973909027938,0.5507965827753406,0.5507965827753406,0.5481413068575387,0.5425998614638652,0.563264834911106,0.5623412606788271,0.5468136688986377,0.547910413299469,0.534691757099977,0.5301316093280998,0.5308820133918264,0.5425998614638652,0.45064650196259526,0.4399676749018702,0.44106441930270146,0.46328792426691295,0.4660009235742323,0.49266912953128605,0.447413992149619,0.5628030477949665,0.44556684368506116,0.5058300623412607,0.4956707457861926,0.5022512121911799,0.4964788732394366,0.4994804894943431,0.5065804664049873,0.5031170630339413,0.493592703763565,0.5035211267605634,0.5083121680905103,0.49728700069268067,0.5021934888016625,0.4980951281459247,0.493996767490187,0.498268298314477,0.5000577233895175,0.49792195797737243,0.49492034172246596,0.4985569152620642,0.49220734241514663,0.49774878780882015,0.505195105056569,0.4989609789886862,0.506811359963057,0.507734934195336,0.504675594550912,0.4969406603555761,0.5138664409040765,0.5656892172708381
6,0.4427095359039483,0.5694123758947125,0.5597148464557838,0.5778977141537751,0.579340798891711,0.5789944585546063,0.5569441237589471,0.568546525051951,0.5594262295081968,0.556251443084738,0.4419591318402217,0.4436331101362272,0.4455957053798199,0.4465192796120988,0.44640383283306395,0.44640383283306395,0.4454225352112676,0.4427095359039483,0.5713749711383053,0.563466866774417,0.5542311244516278,0.5768009697529439,0.5656603555760794,0.5695278226737474,0.568142461325329,0.4427095359039483,0.5252539829138767,0.5742611406141769,0.5757619487416301,0.5742611406141769,0.5690660355576079,0.5740302470561072,0.5733952897714154,0.43185753867467097,0.5568864003694297,0.5055125836989148,0.5041849457400138,0.49454513969060265,0.5026264142230432,0.49691179866081736,0.49991341491572383,0.49922073424151464,0.5051085199722928,0.5034345416762872,0.5038963287924267,0.5063207111521588,0.49350611867928884,0.5025686908335257,0.5047044562456707,0.498470330177788,0.5068979450473332,0.49743130916647427,0.4964500115446779,0.49974024474717155,0.49385245901639346,0.5079946894481644,0.4879646732856153,0.49933618102054955,0.4987589471253752,0.49264026783652737,0.4991630108519972,0.4972004156084045,0.5482364435550766,0.579340798891711
7,0.5322096513507273,0.5577811129069499,0.5604363888247518,0.5504502424382359,0.5463518817824983,0.5462941583929808,0.46138305241283767,0.4702724543985223,0.4521473100900485,0.5525282844608636,0.5460055414453937,0.5439852228122836,0.5434079889171092,0.5428884784114523,0.5417340106211037,0.5417340106211037,0.5385592241976449,0.5322096513507273,0.5573193257908104,0.5569729854537059,0.5437543292542139,0.5439852228122836,0.5324982682983145,0.5283999076425768,0.5290348649272685,0.5322096513507273,0.4543407988917109,0.44550912029554374,0.44695220503347954,0.4695797737243131,0.4728122835372893,0.4959016393442623,0.4552066497344724,0.5546640498730085,0.455957053798199,0.505483722004156,0.4960748095128146,0.4952089586700531,0.4989609789886862,0.5005195105056569,0.5061186792888478,0.5011544677903487,0.49347725698453015,0.49994227661048257,0.4904179173401062,0.49988455322096514,0.4987878088201339,0.49619025629184943,0.5031747864234588,0.500923574232279,0.4968829369660586,0.49942276610482567,0.49797968136688986,0.4993073193257908,0.4930731932579081,0.5031170630339413,0.49197644885707686,0.49676749018702376,0.5050796582775341,0.5053682752251212,0.5027707226968368,0.49994227661048257,0.5105420012485355,0.5604363888247518
8,0.5477372431309167,0.5992842299699839,0.60251673978296,0.6024590163934426,0.5951858693142461,0.595301316093281,0.583814361579312,0.5637843454167629,0.5907988917109213,0.6014199953821289,0.5734818748556916,0.5674209189563612,0.5648233664280766,0.5637266220272454,0.5621103671207573,0.5621103671207573,0.5575502193488802,0.5477372431309167,0.6005541445393674,0.6034980374047564,0.5909143384899561,0.5933964442392057,0.5776379589009467,0.5724428538443778,0.5737704918032787,0.5477372431309167,0.5806972985453706,0.5653428769337335,0.545774647887324,0.4272685292080351,0.4317709535903948,0.4969406603555761,0.4942853844377742,0.5877395520664973,0.440602632186562,0.49336181020549524,0.49463172477487877,0.4885130454860309,0.4923227891941815,0.4978065111983376,0.49099515123528054,0.49890325559916876,0.489725236665897,0.5062341260678828,0.48839759870699606,0.4926114061417686,0.4985569152620642,0.5028284460863542,0.49122604479335025,0.5007504040637266,0.4951512352805357,0.49942276610482567,0.49388132071115215,0.49561302239667515,0.5152389748326022,0.5071577003001616,0.5074463172477488,0.4925536827522512,0.5074463172477488,0.5102170399445856,0.5028861694758716,0.49774878780882015,0.5577404927439561,0.6034980374047564
9,0.5548372200415609,0.5738282151927961,0.5749249595936273,0.5667282382821519,0.5524128376818287,0.552181944123759,0.5407527129993073,0.5216462710690372,0.42842299699838376,0.5689794504733318,0.5656892172708381,0.5644770260909721,0.5645347494804895,0.5643615793119372,0.563668898637728,0.563668898637728,0.5602054952666821,0.5548372200415609,0.5735973216347264,0.571807896559686,0.5496421149849919,0.5505656892172709,0.5360193950588779,0.5323250981297621,0.5323250981297621,0.5548372200415609,0.44770260909720616,0.4299815285153544,0.43027014546294157,0.4492611406141769,0.4526668205957054,0.48170168552297393,0.43321403832833066,0.5711152158854768,0.510678827060725,0.505599168783191,0.5011544677903487,0.49722927730316324,0.5008081274532441,0.49815285153544214,0.4894366197183099,0.5007504040637266,0.5065804664049873,0.4954398522281228,0.506811359963057,0.4989609789886862,0.49578619256522743,0.4951512352805357,0.5010967444008312,0.5001154467790349,0.49457400138536134,0.4975756176402678,0.4964788732394366,0.49722927730316324,0.4908797044562457,0.4928422996998384,0.5053105518356038,0.5025975525282844,0.4927268529208035,0.49157238513045487,0.4942276610482568,0.5030016162549065,0.519566091143094,0.5749249595936273
