,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,mean_shift_,optics_,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,random_model_n23,random_model_n24,random_model_n25,random_model_n26,random_model_n27,random_model_n28,random_model_n29,random_model_n30,random_model_n31
10,0,0,0,3,4,2,2,4,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,0,0,0,1,0,4,3,1,-1,0,1,0,2,2,2,2,1,0,1,1,0,1,0,0,2,0,2,2,1,0,0,0,0,1,2,2,1,2,2,1
11,0,0,2,2,0,3,1,0,2,2,2,2,1,1,1,1,1,0,1,2,2,3,1,4,0,0,1,0,1,0,1,2,1,0,-1,1,0,0,0,0,0,0,1,2,2,0,1,2,1,1,2,1,0,1,1,1,1,0,0,0,0,0,1,2,0,0
12,0,0,2,2,0,3,1,0,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,0,1,0,1,2,1,0,-1,2,0,0,1,2,2,0,2,2,2,0,1,2,1,0,2,2,0,1,1,0,2,0,0,1,0,2,2,1,2,1
13,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,3,3,5,0,2,2,1,0,0,0,1,0,0,1,0,0,2,1,0,0,1,2,1,1,1,2,2,0,2,1,0,1,0,1,0,1,0,1
14,0,0,2,2,0,0,5,0,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,0,1,2,4,5,5,0,14,0,2,1,2,2,0,1,2,0,0,2,0,0,1,0,1,0,2,1,2,1,1,0,0,2,1,0,2,2,2,2
15,0,1,1,0,3,4,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,2,1,3,3,4,2,-1,1,1,0,0,1,2,0,0,1,2,1,1,0,1,2,2,1,1,0,2,0,0,0,0,0,2,0,1,0,1,1
16,0,0,2,2,0,3,1,0,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,0,1,0,1,2,1,0,-1,1,2,1,0,0,2,2,0,0,2,1,1,1,1,1,0,0,0,0,0,2,2,2,0,0,1,0,1,2,1,1
17,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,3,3,5,0,2,2,-1,2,2,2,2,0,0,0,1,2,0,1,0,2,1,2,0,0,0,0,1,0,0,0,0,2,2,0,2,1,1,2
18,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,3,3,5,0,2,2,0,1,2,2,1,2,0,0,1,1,2,0,1,2,2,1,0,0,0,1,2,2,2,0,1,1,2,2,2,2,0,2
19,0,0,2,2,0,0,3,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,1,0,1,0,1,6,7,0,-1,2,2,1,1,0,1,2,1,0,2,1,1,1,1,2,1,1,1,2,2,0,2,1,0,1,2,2,0,0,1,0
20,0,0,0,1,2,5,4,2,-1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,0,6,0,0,0,0,4,2,1,0,1,-1,0,1,2,0,2,1,1,1,2,1,0,0,0,2,0,0,0,1,2,2,0,1,0,0,1,2,0,0,2,1,0
21,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,2,1,3,3,4,2,-1,2,1,1,0,0,1,2,1,2,0,0,2,0,1,2,2,1,0,0,1,1,0,2,0,1,1,0,0,1,2,1
22,0,0,0,1,2,5,4,2,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,0,0,0,4,2,1,0,1,-1,2,2,2,2,2,0,0,1,1,2,1,0,0,1,2,2,2,1,2,2,1,0,1,2,0,2,2,1,0,2,0
23,0,0,0,3,4,2,2,4,-1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,0,0,0,1,0,4,3,1,-1,2,2,1,1,0,1,0,1,1,2,0,1,2,1,0,2,0,1,1,0,0,1,0,0,2,0,0,2,2,2,1
24,0,1,1,0,3,4,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,2,1,3,3,4,2,-1,0,0,2,1,0,1,1,0,0,0,2,1,0,2,0,2,1,2,0,1,0,1,0,1,2,2,0,2,1,0,0
25,0,0,2,2,0,0,5,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,0,1,2,4,5,5,0,17,1,0,2,1,1,1,2,1,0,2,0,1,2,2,2,1,0,2,0,0,1,1,2,2,1,1,1,0,1,0,2
26,0,0,2,2,0,0,5,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,0,1,2,4,5,5,0,17,0,2,2,2,0,1,1,2,1,2,1,0,2,1,2,0,1,2,1,1,1,0,2,1,1,2,1,2,0,2,2
27,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,3,3,5,0,2,2,-1,2,2,1,2,1,0,0,2,1,2,0,2,0,0,1,2,1,1,0,0,1,2,0,2,0,1,2,0,0,2,1
28,0,0,0,1,2,5,4,2,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,0,0,1,2,1,0,1,-1,2,2,1,2,2,0,0,2,1,1,2,2,1,0,1,1,2,0,1,0,0,2,1,0,0,2,0,1,2,1,1
29,0,0,0,3,4,2,2,4,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,0,0,0,1,0,4,3,1,-1,2,0,2,2,1,0,0,2,1,1,1,2,2,0,2,2,0,1,0,1,2,0,0,0,2,2,2,2,0,1,0
30,0,0,2,2,0,3,1,6,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,1,0,1,0,1,2,1,0,-1,1,1,1,2,2,1,0,0,2,2,1,2,0,2,1,2,0,1,2,2,1,2,0,2,2,1,1,1,2,2,1
31,0,1,1,0,3,4,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,2,1,3,3,4,2,-1,2,0,0,1,1,2,0,1,1,1,0,2,2,1,0,1,1,1,2,0,2,1,2,1,1,1,0,0,1,0,2
32,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,3,3,5,0,2,2,1,2,2,2,2,1,1,1,0,0,0,1,0,0,0,0,2,1,1,1,2,0,1,0,2,1,1,2,2,0,0,0
33,0,0,0,1,2,5,4,2,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,0,6,0,0,0,0,4,2,1,0,1,-1,2,0,1,0,0,1,1,1,0,0,1,1,0,1,0,2,0,2,1,2,2,1,1,0,2,0,0,2,1,1,1
34,0,0,2,2,0,3,1,6,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,1,0,1,0,1,2,1,0,10,2,0,2,2,0,2,2,2,2,1,0,2,1,1,1,2,1,0,1,0,2,1,0,0,1,1,1,1,2,0,2
35,0,0,2,2,0,0,5,0,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,0,1,2,4,5,5,0,-1,1,0,2,2,2,0,0,2,1,1,1,2,0,0,2,0,0,1,2,2,1,0,0,0,0,0,1,0,1,2,2
36,0,0,0,3,4,5,2,5,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,3,7,0,0,0,0,1,0,4,6,1,-1,2,1,2,1,2,2,2,0,0,0,0,1,2,0,2,0,0,0,0,1,2,1,0,2,0,0,2,2,2,2,0
37,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,2,1,3,3,4,2,-1,1,1,2,0,2,2,2,2,2,1,2,0,2,2,1,1,1,2,2,0,2,0,0,1,2,0,0,0,0,2,1
38,0,1,1,0,3,4,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,2,1,3,3,4,2,6,2,0,2,2,2,1,1,0,1,1,2,0,2,1,0,2,0,0,0,0,1,2,0,0,0,2,1,2,2,0,2
39,0,0,0,3,4,2,2,4,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,0,0,0,1,0,4,3,1,-1,1,1,0,0,1,1,1,1,1,0,2,0,2,0,0,2,1,2,2,2,2,0,2,1,0,1,1,2,1,2,1
40,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,3,3,5,0,2,2,1,0,1,2,0,0,1,1,2,2,1,0,2,1,1,1,1,0,2,0,1,0,0,0,2,2,0,0,0,1,1,0
41,0,0,0,1,2,5,4,5,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,7,0,0,0,0,4,2,1,0,1,-1,0,0,1,1,1,0,2,1,2,1,0,2,1,1,0,2,1,2,0,1,2,0,0,0,1,2,2,1,1,2,0
42,0,0,2,2,0,3,1,0,2,2,2,2,1,1,1,1,1,0,1,2,2,3,1,4,0,0,1,0,1,0,1,2,1,0,-1,0,2,2,1,0,1,1,0,1,0,1,1,1,1,1,0,0,2,2,1,1,0,0,1,2,2,2,0,1,0,0
43,0,0,0,1,2,5,4,2,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,0,0,0,4,2,1,0,1,20,1,2,2,0,2,1,1,0,1,1,0,2,2,0,2,0,0,0,1,0,2,1,0,0,2,1,2,0,0,0,1
44,0,0,2,2,0,0,5,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,0,1,2,4,5,5,0,-1,2,0,1,1,2,2,2,2,1,2,2,0,2,2,1,2,0,0,0,1,2,2,1,0,1,2,0,2,1,0,2
45,0,0,2,2,0,0,5,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,0,1,2,4,5,5,0,-1,0,1,2,2,1,0,1,0,0,1,2,2,0,1,2,2,1,0,2,2,0,2,2,0,0,1,2,0,0,1,0
46,0,0,0,3,4,2,2,4,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,0,0,0,1,0,4,3,1,-1,1,0,0,0,0,1,0,2,2,1,1,0,1,2,1,2,2,0,0,2,1,0,1,2,0,0,2,0,2,0,1
47,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,2,1,3,3,4,2,-1,0,1,2,2,1,2,2,2,1,0,0,0,2,0,1,2,2,0,1,2,0,2,2,0,0,0,2,2,2,0,0
48,0,0,0,3,4,2,2,4,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,0,0,0,1,0,4,3,1,-1,2,2,1,1,1,1,0,1,1,2,1,0,1,1,0,1,2,2,0,1,0,1,1,2,1,1,1,2,0,2,1
49,0,0,0,1,2,5,4,5,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,7,0,0,0,0,4,2,1,0,1,24,2,0,1,2,0,1,1,1,1,1,1,1,0,1,0,1,2,0,1,0,2,0,0,0,1,0,2,0,2,1,2
50,0,0,2,2,0,0,3,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,1,0,1,0,1,6,7,0,12,1,2,0,2,0,2,0,2,0,1,2,2,1,2,1,1,0,2,0,2,1,2,1,2,0,1,1,0,1,0,2
51,0,0,0,3,4,2,2,5,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,0,0,0,1,0,4,6,1,18,0,2,0,1,2,2,0,1,2,2,0,2,2,1,2,1,1,1,0,0,1,2,2,2,0,1,2,1,0,0,2
52,0,1,1,0,3,4,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,2,1,3,3,4,2,-1,0,1,1,1,0,2,0,2,0,1,0,1,2,2,2,1,0,0,2,1,1,0,1,1,2,2,0,0,0,2,0
53,0,0,0,3,4,2,2,4,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,0,0,0,1,0,4,3,1,-1,1,1,2,1,1,1,2,2,1,2,1,2,0,1,2,0,1,1,2,0,1,2,2,0,2,1,1,2,1,0,1
54,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,3,3,5,0,2,2,-1,0,2,1,0,0,1,1,2,2,2,2,0,2,2,0,1,2,0,2,2,1,2,2,0,0,1,2,0,1,2,0
55,0,0,0,3,4,2,2,5,1,1,1,1,1,1,1,1,1,0,1,1,3,2,1,2,6,0,0,0,0,1,0,4,6,1,-1,2,1,1,1,0,2,1,0,1,1,2,0,0,2,2,1,1,1,1,0,2,0,2,2,1,1,1,1,0,1,0
56,0,0,2,2,0,3,1,0,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,4,0,0,1,0,1,0,1,2,1,0,-1,1,1,1,0,0,2,2,0,0,0,0,0,1,0,0,0,0,1,2,1,2,2,2,2,1,1,1,2,2,1,2
57,0,0,0,1,4,5,2,5,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,3,7,0,0,0,0,1,0,4,6,1,-1,1,1,0,2,0,2,0,0,0,0,0,1,1,1,1,2,2,0,1,2,0,0,2,2,0,0,2,1,1,0,0
58,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,3,3,5,0,2,2,-1,0,0,0,0,0,2,0,0,1,0,0,0,1,0,2,1,2,2,0,2,1,1,0,1,1,2,0,2,0,2,2
59,0,0,0,1,2,5,4,2,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,0,0,4,2,1,0,1,-1,1,2,0,0,2,1,0,0,0,2,2,0,1,2,1,2,1,1,1,1,0,1,0,1,1,0,2,2,1,0,2
60,0,0,0,1,2,5,4,2,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,0,6,0,0,0,0,4,2,1,0,1,-1,2,0,0,1,0,0,2,1,1,0,1,2,1,0,1,2,1,0,0,1,1,0,2,0,1,1,2,1,0,1,2
61,0,0,2,2,0,0,5,0,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,0,1,2,4,5,5,0,-1,1,2,1,0,1,2,1,2,2,0,0,0,1,1,0,1,2,0,0,0,2,2,0,1,2,2,0,2,0,0,1
62,0,0,0,1,2,5,4,2,3,1,1,1,1,1,1,1,1,0,1,1,1,2,1,0,6,0,0,0,0,4,2,1,0,1,-1,1,0,2,0,1,1,0,0,1,2,0,0,2,0,0,0,1,0,1,1,1,0,1,0,0,2,1,0,1,1,1
63,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,2,1,3,3,4,2,2,1,1,2,0,1,2,2,0,0,1,1,2,2,0,1,0,2,1,0,2,2,0,1,1,1,1,1,1,1,0,2
64,0,0,2,2,0,3,1,6,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,1,0,1,0,1,2,1,0,8,0,1,0,0,0,2,1,2,0,1,2,0,2,1,2,0,1,1,2,0,2,0,2,2,2,0,1,0,1,2,1
65,0,1,1,0,1,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,3,3,5,0,2,2,-1,2,0,1,1,0,0,1,0,0,0,0,1,1,2,1,0,2,0,1,1,1,1,1,2,2,2,0,1,1,0,0
66,0,0,2,2,0,3,1,6,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,1,0,1,0,1,2,1,0,8,2,0,0,1,0,1,0,1,1,2,0,1,1,1,2,0,2,2,2,2,1,1,2,0,1,1,2,0,0,1,0
67,0,0,2,2,0,3,3,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,1,0,1,0,1,6,7,0,-1,1,1,1,0,2,2,0,1,2,1,2,0,1,2,2,0,1,0,2,2,1,0,2,1,1,2,1,0,0,1,0
68,0,0,2,2,0,0,3,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,0,1,2,4,6,7,0,-1,1,1,1,0,1,0,0,2,2,1,0,2,2,2,0,2,0,0,1,0,0,2,1,2,0,0,1,1,0,2,0
69,0,0,2,2,0,3,3,6,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,3,0,0,1,0,1,0,1,6,7,0,16,0,2,2,1,0,2,1,2,1,0,0,0,1,0,0,2,2,0,2,1,1,0,1,1,2,1,0,1,1,1,2
70,0,0,2,2,0,0,5,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,0,1,2,4,5,5,0,17,2,2,0,0,1,1,0,2,0,2,1,1,2,0,0,0,0,1,1,0,1,0,1,2,0,1,0,1,0,0,0
71,0,0,0,3,4,2,2,4,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,0,0,0,1,0,4,3,1,-1,1,0,0,0,2,1,2,2,0,1,2,2,2,0,2,1,1,0,0,2,0,2,1,1,0,1,1,0,0,2,0
72,0,0,2,2,0,0,5,0,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,0,1,0,1,2,1,0,14,2,2,0,0,2,0,1,1,1,2,1,2,0,1,2,2,1,0,0,2,1,2,2,1,0,2,1,2,0,0,1
73,0,0,0,3,4,2,2,5,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,3,7,0,0,0,0,1,0,4,6,1,-1,1,0,2,0,0,2,1,0,1,2,0,0,2,0,2,2,1,0,2,0,2,0,2,1,2,0,1,1,1,0,2
74,0,0,2,2,0,0,5,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,0,1,2,4,5,5,0,-1,0,0,2,0,0,1,1,0,2,0,2,1,1,0,2,0,0,0,2,0,0,2,2,2,0,1,2,0,2,2,0
75,0,0,2,2,0,0,3,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,0,1,2,4,6,7,0,13,0,1,1,0,1,0,1,0,2,1,0,2,1,1,1,0,1,0,0,0,1,0,1,0,2,2,2,1,0,1,0
76,0,0,2,2,0,3,1,0,2,2,2,2,1,1,1,1,1,0,1,2,2,3,1,4,0,0,1,0,1,0,1,2,1,0,-1,0,2,0,0,0,1,0,0,0,2,2,2,0,0,2,0,2,1,2,2,2,1,0,2,2,0,2,0,0,2,2
77,0,1,1,0,3,4,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,2,1,3,3,4,2,-1,0,0,2,0,1,0,2,1,0,2,0,1,2,2,1,0,2,0,0,1,2,2,1,0,1,2,0,1,1,1,1
78,0,0,2,2,0,0,5,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,0,1,2,4,5,5,0,-1,0,1,2,1,2,2,0,1,1,2,2,1,1,1,0,2,1,2,2,0,1,1,2,2,1,1,1,1,2,1,1
79,0,0,2,2,0,0,5,0,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,0,1,2,4,5,5,0,-1,1,0,1,0,0,2,0,0,1,1,0,1,1,0,0,0,2,2,1,1,0,2,1,2,2,1,1,1,0,2,2
80,0,0,2,2,0,0,3,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,0,1,2,4,6,7,0,-1,0,2,0,1,1,0,0,0,1,0,1,0,1,2,1,0,2,2,0,2,2,2,1,2,1,0,0,0,0,2,0
81,0,0,0,1,2,5,4,2,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,0,0,0,4,2,1,0,1,-1,2,2,2,1,1,2,1,1,1,2,1,2,1,2,1,0,2,2,1,2,2,2,1,1,1,0,1,0,0,1,1
82,0,0,0,1,2,5,4,2,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,0,0,0,4,2,1,0,1,-1,0,1,2,0,0,0,2,1,1,0,2,2,1,0,0,1,2,2,2,0,2,1,0,2,2,0,2,1,1,0,0
83,0,0,0,1,2,5,4,5,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,7,0,0,0,0,4,2,1,0,1,24,0,1,0,2,2,0,1,0,0,2,2,2,2,1,1,0,0,1,0,0,1,1,1,0,2,2,1,2,1,0,2
84,0,0,0,3,4,2,2,4,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,0,0,0,1,0,4,3,1,-1,2,0,0,2,1,0,1,0,0,2,1,0,1,2,1,2,2,0,0,0,1,0,0,1,0,2,1,2,1,1,0
85,0,0,2,2,0,0,3,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,1,0,1,0,1,6,7,0,-1,1,0,0,1,2,0,0,2,0,1,2,2,2,0,0,2,2,1,0,1,2,0,0,0,0,2,1,1,2,2,2
86,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,3,3,5,0,2,2,0,2,1,2,1,1,0,0,1,1,0,2,1,1,0,1,1,0,2,0,1,0,1,0,0,2,2,1,0,2,0,2
87,0,0,2,2,0,3,3,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,1,0,1,0,1,6,7,0,-1,2,2,1,0,1,1,0,0,0,2,1,2,2,1,1,0,2,1,2,0,0,0,1,0,1,0,2,0,0,1,2
