,abilities
kmeans_n_clusters_1,0.42591473
kmeans_n_clusters_2,0.49743438
kmeans_n_clusters_3,0.51592654
kmeans_n_clusters_4,0.5183999
kmeans_n_clusters_5,0.5188821
kmeans_n_clusters_6,0.5222124
kmeans_n_clusters_7,0.52117926
kmeans_n_clusters_8,0.5179037
dbscan_eps_0_1_min_samples_2,0.5157619
dbscan_eps_0_2_min_samples_2,0.5177232
dbscan_eps_0_3_min_samples_2,0.42625934
dbscan_eps_0_4_min_samples_2,0.42625934
dbscan_eps_0_5_min_samples_2,0.42625934
dbscan_eps_0_6_min_samples_2,0.42591473
dbscan_eps_0_7_min_samples_2,0.42591473
dbscan_eps_0_8_min_samples_2,0.42591473
dbscan_eps_0_9_min_samples_2,0.42591473
kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,0.42591473
kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,0.49796766
kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,0.5166328
kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,0.51695466
kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,0.517232
kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,0.52215487
kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,0.52082485
kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,0.5200022
spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,0.42591473
spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,0.49732602
spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,0.5178255
spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,0.5127111
spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,0.5211885
spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,0.5217544
spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,0.5204252
spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,0.51949024
mean_shift_,0.49764273
optics_,0.4866534
random_model_n1,0.48066193
random_model_n2,0.48110145
random_model_n3,0.4807203
random_model_n4,0.4808475
random_model_n5,0.48111546
random_model_n6,0.48095372
random_model_n7,0.48069227
random_model_n8,0.48071018
random_model_n9,0.4804757
random_model_n10,0.48062947
random_model_n11,0.48053527
random_model_n12,0.480652
random_model_n13,0.4808717
random_model_n14,0.48051378
random_model_n15,0.48059815
random_model_n16,0.4810092
random_model_n17,0.48069304
random_model_n18,0.4806431
random_model_n19,0.48069987
random_model_n20,0.4810451
random_model_n21,0.48066863
random_model_n22,0.4807579
random_model_n23,0.4809294
random_model_n24,0.4809514
random_model_n25,0.48075938
random_model_n26,0.48086327
random_model_n27,0.48116437
random_model_n28,0.48095354
random_model_n29,0.48078424
random_model_n30,0.48076308
random_model_n31,0.48067403
average_model,0.48352006
optimal_clustering,0.52425003
