,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_min_samples_7_xi_0_1_min_cluster_size_0_2,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,random_model_n23,random_model_n24,random_model_n25,random_model_n26,random_model_n27,random_model_n28,random_model_n29,random_model_n30,random_model_n31,random_model_n32,random_model_n33,random_model_n34,random_model_n35,random_model_n36,random_model_n37,random_model_n38,random_model_n39,random_model_n40,random_model_n41,random_model_n42,random_model_n43,random_model_n44,random_model_n45,random_model_n46,random_model_n47
69,0,1,2,0,2,2,0,3,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,3,0,0,1,0,0,2,0,4,5,0,1,1,1,1,0,0,1,1,0,2,1,0,0,2,1,0,0,2,2,0,1,1,0,1,1,0,1,2,2,2,0,0,0,1,0,0,0,0,1,0,2,0,1,0,2,0,2,0
70,0,1,2,0,2,5,3,1,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,0,0,2,5,6,7,0,1,0,2,2,1,1,1,0,2,0,0,0,1,2,0,2,0,2,1,2,1,2,1,1,1,2,2,0,2,1,0,2,0,0,0,0,0,0,0,2,1,0,2,1,2,1,0,2
71,0,1,0,2,3,3,2,6,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,1,0,2,1,2,1,3,1,2,1,2,2,0,0,0,0,1,1,0,1,2,2,2,0,2,1,1,1,2,1,0,0,2,2,2,0,1,0,2,0,0,2,0,1,1,2,0,1,2,2,0,1,1,1,1,0
72,0,1,2,0,2,5,6,1,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,0,0,2,0,3,2,0,1,0,0,2,2,0,0,2,0,2,1,0,1,0,0,0,0,1,2,0,0,2,2,0,2,1,0,1,2,2,2,0,2,2,2,1,0,2,1,0,2,2,1,0,2,2,2,2
73,0,1,0,2,3,3,2,2,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,3,7,0,1,0,2,1,2,1,0,1,2,1,0,1,1,0,2,0,2,2,1,0,2,1,0,0,1,2,2,2,1,1,2,1,2,0,1,1,0,0,1,2,2,1,2,2,1,0,1,0,1,0,0,0,1,0,1,1
74,0,1,2,0,2,5,3,1,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,0,0,2,5,6,7,0,1,0,0,0,0,0,2,1,1,2,1,0,2,2,0,2,2,2,2,1,2,2,2,1,2,1,1,0,0,0,1,2,1,2,1,1,1,2,0,0,0,2,2,0,0,2,2,0
75,0,1,2,0,2,5,3,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,0,0,2,5,4,5,0,1,2,1,0,0,1,1,2,2,1,2,2,2,2,0,2,1,0,2,2,0,0,2,0,2,1,2,2,0,1,2,2,1,1,0,2,1,2,1,0,2,1,2,1,0,2,2,0
76,0,1,2,0,2,2,6,7,2,2,2,2,1,1,1,1,1,0,1,2,2,3,1,4,0,0,1,0,0,2,0,3,2,0,1,2,1,2,2,2,0,2,1,1,1,0,0,0,1,2,1,0,0,1,1,2,1,1,1,1,2,1,0,2,1,2,2,0,2,2,1,0,0,2,0,2,2,2,2,0,2,2
77,0,0,1,1,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,1,0,1,2,6,2,0,0,0,2,1,2,1,2,1,2,2,0,2,1,0,0,0,0,1,1,1,1,1,0,1,2,0,2,2,0,0,0,0,2,2,0,2,0,0,0,1,2,2,0,0,2,1,2
78,0,1,2,0,2,5,3,1,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,0,0,2,5,6,7,0,1,2,0,2,0,0,1,2,2,2,1,0,0,1,2,0,1,0,0,1,2,1,2,1,0,1,1,1,1,0,0,0,0,0,0,2,1,2,0,1,2,1,2,0,2,2,0,0
79,0,1,2,0,2,5,6,1,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,0,0,2,5,6,7,0,1,0,2,0,0,1,0,0,2,0,0,0,2,0,2,1,0,0,1,0,0,1,0,0,1,2,1,2,2,1,1,0,1,2,0,0,1,2,2,1,1,1,0,1,1,0,1,0
80,0,1,2,0,2,5,3,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,0,0,2,5,4,5,0,1,1,2,1,0,2,1,1,0,2,1,0,1,0,2,2,1,1,1,1,2,2,2,1,1,1,1,0,1,1,0,1,1,1,0,2,1,1,0,1,1,2,1,2,0,1,0,2
81,0,1,0,3,0,0,5,4,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,1,0,2,3,4,5,4,1,2,2,1,2,0,2,0,1,2,0,2,0,2,2,2,2,1,1,1,0,2,0,2,2,1,0,1,2,2,2,0,0,2,2,1,2,2,1,1,2,1,2,2,0,0,1,1,1
82,0,1,0,3,0,0,5,4,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,1,0,2,3,4,5,4,1,2,1,0,0,0,1,2,1,0,1,0,0,1,1,0,1,0,2,1,2,0,2,2,1,2,0,0,2,2,1,1,2,1,2,2,1,2,2,2,2,0,0,2,1,0,1,2,1
83,0,1,0,3,0,0,5,4,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,7,0,1,0,2,3,4,5,4,1,2,1,2,2,2,0,0,0,1,1,0,0,2,1,1,2,0,1,1,1,0,1,1,1,0,2,1,0,0,1,0,1,1,2,1,1,2,2,0,0,1,0,2,2,2,1,2,2
84,0,1,0,2,3,3,2,2,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,1,0,2,1,2,1,3,1,2,1,0,1,1,0,1,0,0,2,2,0,1,2,1,2,2,2,1,1,1,2,1,2,1,1,2,0,2,0,1,1,0,0,2,2,2,1,1,0,2,2,1,2,0,1,0,2
85,0,1,2,0,2,5,3,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,1,0,0,2,0,4,5,0,1,1,0,1,0,2,0,1,2,1,1,1,0,1,1,2,2,1,1,1,2,1,0,2,1,2,0,0,2,1,1,0,1,2,2,2,1,0,2,2,2,1,0,1,1,0,1,2
86,0,0,1,1,1,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,3,4,3,0,1,2,0,1,1,2,1,1,1,2,0,1,1,0,0,2,2,2,0,1,0,2,1,2,1,1,1,1,0,0,2,1,1,2,0,2,2,2,0,0,0,2,0,0,0,2,0,1,0,1
87,0,1,2,0,2,2,0,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,1,0,0,2,0,4,5,0,1,0,2,1,0,0,0,2,2,2,0,1,0,1,1,1,2,2,2,1,0,1,2,0,0,2,2,0,0,1,0,1,2,0,1,0,2,1,2,0,2,2,2,1,1,2,0,2
88,0,0,1,1,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,1,0,1,2,6,2,0,2,1,0,1,0,0,0,1,0,2,2,1,0,2,0,2,0,0,2,1,1,0,1,2,2,2,0,2,0,0,1,0,1,1,2,2,2,0,0,0,1,2,2,2,2,1,1
89,0,1,2,0,2,2,0,7,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,1,0,0,2,0,3,2,0,1,0,2,2,2,2,0,0,2,1,1,1,2,0,0,2,2,2,1,2,1,1,1,2,1,1,0,2,1,2,2,1,1,1,1,1,2,0,1,1,1,0,2,0,0,1,0,0
90,0,1,2,0,2,5,3,1,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,0,0,2,5,6,7,0,1,1,2,0,0,2,1,2,1,0,1,0,2,2,1,2,1,2,1,0,1,1,2,0,0,2,1,1,1,1,1,1,0,1,1,2,0,0,2,0,0,2,0,0,1,1,1,1
91,0,1,0,2,3,3,2,6,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,1,0,2,1,2,1,3,1,2,0,1,2,1,2,0,0,0,2,2,1,2,0,2,0,1,2,0,0,1,0,2,1,1,1,1,0,1,0,2,1,2,1,2,1,1,0,1,0,2,2,0,0,0,0,0,1
92,0,1,0,3,0,0,5,4,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,1,0,2,3,4,5,4,1,2,1,0,2,0,1,2,0,1,2,1,2,1,2,0,2,2,1,1,2,0,0,2,1,1,0,0,2,0,0,2,1,2,0,1,2,2,0,0,0,2,2,0,1,2,1,0,2
93,0,1,2,0,2,2,6,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,0,0,2,0,3,2,0,1,2,1,1,1,0,2,2,0,1,0,2,1,1,2,2,0,2,1,2,1,0,1,1,1,0,0,1,0,1,1,0,0,1,0,2,0,1,2,2,1,0,2,1,2,0,2,0
94,0,1,2,0,2,5,3,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,0,0,2,5,4,5,0,1,0,0,0,0,0,1,0,1,1,1,0,2,0,0,2,2,0,2,1,0,1,1,0,1,0,1,2,1,1,1,0,2,2,0,2,2,1,1,1,2,0,1,0,0,2,1,1
95,0,0,1,1,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,1,0,1,2,6,2,0,1,2,0,1,1,0,0,2,2,2,0,0,2,0,1,1,0,0,0,1,2,0,0,0,2,2,2,1,0,2,1,2,0,0,1,0,2,2,0,2,1,0,2,0,1,2,1
96,0,0,1,1,1,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,3,4,3,0,1,2,0,0,2,0,2,1,0,2,2,2,0,1,1,2,1,2,2,2,2,1,0,2,2,0,2,1,2,1,0,0,2,1,2,2,1,0,1,2,0,1,0,0,2,0,1,1,2,1
97,0,1,2,0,2,2,0,7,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,1,0,0,2,0,3,2,0,1,0,1,0,1,1,2,0,2,0,0,1,2,2,0,1,1,0,2,2,2,2,1,1,2,1,0,1,2,2,0,2,0,0,0,1,1,2,1,2,2,0,0,1,1,0,1,1
98,0,1,0,3,0,0,5,2,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,7,0,1,0,2,1,2,1,0,1,2,1,2,2,0,0,0,2,1,1,1,1,2,0,0,2,0,1,2,2,2,2,1,0,1,2,2,2,0,2,1,0,2,0,0,1,1,0,1,1,0,2,1,0,0,1,2,0
99,0,1,0,2,3,3,2,6,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,1,0,2,1,2,1,3,1,2,0,1,2,0,0,0,1,0,1,2,2,0,0,0,1,1,0,2,0,2,0,0,2,1,2,1,2,2,1,0,1,1,2,0,2,0,1,1,1,1,0,1,0,1,2,1,0
100,0,0,1,1,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,1,0,1,2,6,2,0,0,2,1,1,1,0,1,1,2,1,1,1,0,1,0,1,2,0,1,1,2,2,1,2,1,1,2,1,1,2,1,2,0,0,1,2,2,1,1,2,2,2,2,1,0,0,1
101,0,1,2,0,2,2,3,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,1,0,0,2,0,4,5,0,1,1,0,2,2,0,1,1,2,0,0,2,0,2,0,0,1,0,1,2,1,1,2,1,0,2,1,1,0,2,2,1,2,0,0,0,2,2,2,2,0,2,0,2,1,1,2,0
102,0,0,1,1,4,1,4,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,1,0,1,2,6,2,0,2,2,0,2,2,0,0,1,2,1,1,1,0,2,2,0,0,0,1,1,1,2,2,1,2,1,2,2,1,2,0,1,0,0,2,1,2,1,0,0,1,2,1,0,0,0,1
103,0,1,0,3,0,0,5,2,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,7,0,1,0,2,1,2,1,0,1,2,2,1,0,2,0,2,2,0,0,0,1,1,1,0,0,0,0,1,0,2,0,1,0,1,0,0,1,2,0,1,2,2,2,0,0,2,2,2,0,2,0,1,2,0,0,2,1
104,0,1,2,0,2,5,6,1,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,0,0,2,5,6,7,0,1,0,2,0,1,0,1,2,2,2,0,2,0,2,1,0,0,2,2,0,0,1,0,1,2,0,2,2,0,1,0,2,1,2,0,0,2,2,1,2,2,2,1,1,0,2,0,0
105,0,1,0,3,0,0,5,2,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,0,2,3,4,5,4,1,2,1,0,2,0,2,0,2,1,0,0,2,2,0,2,2,0,0,2,1,1,0,2,1,2,2,2,2,2,1,0,1,2,1,2,1,1,2,2,2,2,1,0,2,1,1,0,0
106,0,0,1,1,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,1,0,1,2,6,2,0,1,2,2,0,2,2,1,0,0,2,0,2,1,2,0,0,0,2,1,0,2,0,1,2,2,0,0,0,1,1,1,0,2,2,0,2,2,0,1,2,2,1,1,1,1,2,2
107,0,1,0,3,0,0,5,4,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,0,2,3,4,5,4,1,2,1,0,2,1,1,0,0,1,2,0,0,2,0,0,0,1,1,1,1,0,2,1,0,0,0,0,2,2,1,2,1,1,1,2,0,2,1,1,2,0,1,1,1,2,0,1,1
108,0,1,2,0,2,2,0,3,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,3,0,0,1,0,0,2,0,3,2,0,1,1,1,0,0,0,0,2,2,0,1,1,1,2,2,2,1,0,0,0,1,0,2,0,2,2,2,0,1,0,1,0,2,0,1,2,1,1,1,1,1,1,1,0,0,2,0,0
109,0,1,0,2,3,3,2,6,4,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,1,0,2,1,2,1,3,1,2,1,0,2,2,0,0,0,2,2,0,0,0,0,0,1,1,1,1,0,1,2,0,0,1,0,1,0,2,1,1,0,0,0,1,0,2,0,0,1,2,1,1,0,0,0,0,2
110,0,1,0,3,0,0,5,2,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,7,0,1,0,2,1,2,1,0,1,2,0,2,1,1,0,1,2,2,1,1,0,0,0,2,2,1,0,1,0,2,2,2,0,1,2,1,2,0,2,1,1,1,1,0,2,1,2,0,0,0,2,1,2,2,1,1,1
111,0,1,0,3,0,0,5,2,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,0,2,1,2,1,3,1,2,0,0,0,0,2,2,2,2,1,1,2,0,0,2,2,0,2,2,0,1,2,1,1,1,2,2,1,1,2,0,1,0,1,2,1,1,2,2,1,2,2,2,1,1,2,1,2
112,0,1,2,0,2,5,3,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,0,0,2,5,4,5,0,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,0,2,1,0,0,0,1,1,2,2,0,2,2,2,2,0,1,0,2,0,0,0,0,1,1,2,0,2,1,2,1,0,0
113,0,1,0,2,3,3,2,2,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,1,0,2,1,2,1,3,1,2,0,0,1,1,2,1,0,0,2,1,2,2,1,1,2,2,0,1,1,0,0,2,1,1,0,1,2,2,0,0,0,1,1,1,0,2,2,1,2,0,1,1,2,0,1,1,1
114,0,1,2,0,2,5,3,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,0,0,2,0,4,5,0,1,1,2,0,1,0,1,2,1,0,1,1,0,0,1,1,0,2,2,2,0,1,1,1,1,1,2,0,0,2,2,2,1,0,0,2,1,1,2,1,1,2,0,0,1,1,0,2
115,0,1,0,2,3,3,2,6,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,1,0,2,1,2,1,3,1,2,2,0,2,2,1,0,2,1,2,0,2,0,2,1,0,0,1,0,2,2,1,2,2,2,0,1,1,1,1,0,0,1,1,0,0,2,2,2,1,2,1,2,1,0,2,0,0
116,0,0,1,1,1,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,3,4,3,0,1,2,0,0,1,1,1,1,0,0,2,0,0,0,0,2,0,2,1,0,0,2,2,2,0,2,0,1,2,2,2,0,0,2,2,2,0,2,2,2,0,0,2,1,0,0,0,2,2,1
117,0,1,0,2,3,3,2,2,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,1,0,2,1,2,1,0,1,2,0,0,2,1,1,0,0,2,1,2,0,2,0,2,1,2,0,2,0,0,1,2,2,2,2,0,1,0,2,2,1,1,1,2,2,2,1,2,1,2,2,1,0,0,0,1,2
118,0,1,0,3,0,0,5,4,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,1,0,2,3,4,5,4,1,2,0,0,1,0,0,1,0,2,1,0,2,2,0,0,2,1,2,2,1,1,0,2,2,2,0,0,0,0,1,0,2,1,2,1,0,1,1,0,0,1,1,2,1,0,1,1,0
119,0,1,2,0,2,2,3,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,1,0,0,2,0,4,5,0,1,1,2,0,2,2,1,0,0,0,1,2,0,0,1,2,2,2,0,1,1,2,1,1,0,0,2,1,2,1,2,2,2,0,1,2,0,1,2,2,1,1,1,1,1,1,1,2
120,0,1,0,3,0,0,5,2,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,0,2,1,2,1,0,1,2,0,0,2,0,2,1,1,2,2,2,2,1,0,0,2,2,0,0,0,2,1,2,0,2,1,0,1,0,0,2,2,1,2,0,1,1,1,0,0,2,0,1,1,2,1,0,0
121,0,0,1,1,1,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,1,0,1,2,6,2,0,1,2,0,0,1,2,1,1,2,0,1,2,0,1,0,1,2,2,1,2,0,2,2,1,0,1,1,2,1,1,1,0,1,0,1,2,1,1,1,1,1,1,2,1,2,1,2
122,0,1,2,0,2,2,6,7,2,2,2,2,1,1,1,1,1,0,1,2,2,3,1,4,0,0,1,0,0,2,0,3,2,0,1,0,1,0,0,2,2,2,0,1,1,1,0,1,2,1,2,0,0,0,1,1,0,2,0,1,2,2,1,0,0,0,0,1,1,2,2,0,1,0,2,2,0,2,0,2,2,0
123,0,1,0,3,0,0,5,4,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,7,0,1,0,2,3,4,5,4,1,2,0,2,2,0,0,0,0,2,2,0,2,2,2,2,1,1,2,0,2,2,0,0,0,0,1,2,0,0,1,0,0,1,2,0,2,1,1,0,2,2,1,2,0,2,1,1,2
124,0,1,2,0,2,5,3,1,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,0,0,2,5,6,7,0,1,2,1,0,1,0,2,0,2,2,2,1,1,1,1,2,2,2,0,2,0,2,0,1,1,1,1,1,0,1,0,2,0,2,0,0,1,0,1,0,0,2,2,0,1,2,2,1
125,0,0,1,1,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,1,0,1,2,6,2,0,0,2,2,2,0,0,0,1,1,2,1,1,1,1,1,0,2,0,2,2,0,0,2,2,2,1,0,1,1,1,2,2,1,2,0,1,0,2,0,2,2,0,2,2,2,2,1
126,0,1,0,2,3,3,2,6,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,1,0,2,1,2,1,3,1,2,1,1,1,1,2,1,2,0,0,0,1,1,0,2,2,1,0,0,2,1,1,1,1,0,2,0,0,1,1,1,2,0,0,0,0,1,2,2,0,1,2,0,2,2,0,0,2
127,0,1,0,2,3,3,2,2,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,1,0,2,1,2,1,0,1,2,0,0,0,1,2,1,2,2,1,1,1,1,0,1,2,0,0,0,2,2,1,0,0,1,1,2,0,2,2,1,2,2,2,1,2,1,1,0,0,1,2,1,2,1,0,1,2
128,0,0,1,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,1,0,1,2,6,2,0,1,1,2,1,0,1,2,2,0,1,2,0,2,0,2,0,2,1,1,2,2,2,2,0,1,1,1,0,2,1,2,1,2,1,0,0,0,2,0,1,1,2,2,1,0,0,0
129,0,1,2,0,2,2,6,7,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,4,0,0,1,0,0,2,0,3,2,0,1,2,1,0,0,0,1,1,0,1,0,0,2,0,2,2,1,2,0,2,2,0,1,1,2,2,0,2,2,0,0,0,1,2,1,2,2,1,2,0,0,0,0,1,2,1,1,2
130,0,1,2,0,2,2,6,7,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,4,0,0,1,0,0,2,0,3,2,0,1,1,1,0,1,2,1,0,2,1,1,0,2,2,1,0,2,2,1,0,1,2,2,2,1,1,1,1,0,1,2,1,1,0,0,1,0,1,2,1,2,1,0,1,1,2,2,2
131,0,0,1,1,1,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,3,4,3,0,1,2,0,0,2,2,1,1,0,0,0,2,1,2,1,2,1,1,2,0,2,0,0,2,1,2,2,0,0,1,0,2,2,0,2,1,0,0,1,2,2,1,2,0,0,2,2,1,0,2
132,0,1,2,0,2,2,0,3,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,3,0,0,1,0,0,2,0,4,5,0,1,2,2,2,2,0,2,0,1,0,2,2,2,1,1,0,2,1,1,0,1,2,2,0,0,0,2,2,0,0,1,0,0,0,0,2,1,2,1,2,0,0,1,1,2,1,2,2
133,0,1,2,0,2,5,6,1,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,0,0,2,5,6,7,0,1,2,1,2,1,0,0,2,1,2,0,0,0,2,0,2,0,2,1,1,2,2,1,0,0,1,0,2,1,2,1,0,2,2,2,1,2,2,0,2,0,2,0,1,1,0,1,0
134,0,1,2,0,2,5,6,1,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,0,0,2,5,6,7,0,1,0,0,2,2,2,0,2,1,1,2,0,1,2,2,0,0,1,1,1,2,1,2,0,0,0,1,2,1,2,1,1,2,0,0,2,0,0,1,2,0,1,1,0,1,0,2,0
135,0,1,0,3,0,0,5,4,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,0,2,3,4,5,4,1,2,2,2,1,1,1,0,1,1,0,2,0,1,0,1,1,2,0,2,0,0,0,1,2,0,1,0,1,0,1,0,0,1,2,0,1,0,2,0,2,0,1,2,1,1,1,0,2
136,0,0,1,1,1,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,3,4,3,0,1,2,0,1,1,2,1,0,2,2,2,2,2,2,2,0,0,0,0,1,2,2,1,2,1,0,0,1,0,1,2,1,1,0,2,1,0,2,1,2,2,1,0,0,1,2,2,1,2,2
137,0,0,1,1,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,1,0,1,2,6,2,0,2,0,0,2,0,2,0,2,1,2,0,2,2,2,1,1,0,1,2,0,0,2,1,1,1,2,1,2,1,2,0,1,1,0,0,1,2,0,1,2,0,1,2,0,1,0,1
138,0,1,0,3,0,0,5,2,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,0,2,1,2,1,3,1,2,2,2,0,0,1,0,0,0,0,1,1,1,2,2,2,2,0,2,1,2,1,2,1,2,0,1,1,1,2,2,2,0,2,2,0,0,1,1,1,0,1,2,0,1,2,1,2
139,0,0,1,1,1,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,3,4,3,0,1,2,0,2,1,2,0,0,2,2,2,2,0,1,1,1,2,2,1,2,1,1,2,0,0,1,1,2,0,2,1,0,2,0,0,2,1,0,1,1,0,0,0,2,0,2,0,0,2,0
140,0,1,0,2,3,3,2,2,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,1,0,2,1,2,1,0,1,2,2,2,2,1,2,2,2,2,2,2,2,2,0,1,1,2,1,0,1,1,0,2,1,2,2,2,0,2,1,1,1,1,2,0,0,0,0,0,1,0,2,0,0,2,0,2,0
141,0,1,2,0,2,2,3,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,1,0,0,2,0,4,5,0,1,1,2,2,2,2,1,1,2,2,1,2,1,1,0,1,1,0,0,0,0,0,0,2,2,1,1,2,0,2,1,0,0,1,2,0,0,1,0,1,0,1,0,1,1,1,1,1
142,0,0,1,1,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,1,0,1,2,6,2,0,2,2,0,2,2,1,1,0,1,2,0,1,0,2,0,0,0,2,0,1,0,2,2,0,1,0,0,1,2,0,1,2,0,1,2,1,2,1,0,2,0,1,2,2,1,2,2
143,0,0,1,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,1,0,1,2,6,2,0,1,0,0,2,1,2,2,2,2,1,1,1,1,0,0,1,1,2,2,1,2,2,2,0,2,0,0,1,2,0,2,2,0,0,2,2,1,0,2,1,2,0,1,2,0,1,0
144,0,0,1,1,1,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,3,4,3,0,1,2,0,1,0,2,1,0,1,1,1,1,2,0,1,0,2,2,2,0,0,2,0,0,2,1,2,1,1,1,1,2,2,0,1,1,2,2,1,0,0,0,2,2,0,0,2,1,2,2
145,0,1,2,0,2,2,6,7,2,2,2,2,1,1,1,1,1,0,1,2,2,3,1,4,0,0,1,0,0,2,0,3,2,0,1,1,2,2,0,0,0,1,0,1,2,0,1,0,0,2,2,1,0,1,2,0,1,1,0,1,1,2,0,1,2,0,0,0,1,1,0,1,2,2,2,0,0,0,2,0,0,1
