,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,mean_shift_,optics_min_samples_7_xi_0_1_min_cluster_size_0_1,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,random_model_n23,random_model_n24,random_model_n25,random_model_n26,random_model_n27,random_model_n28,random_model_n29,random_model_n30,random_model_n31,random_model_n32,random_model_n33,random_model_n34,random_model_n35,random_model_n36,random_model_n37,random_model_n38,random_model_n39,random_model_n40,random_model_n41
75,0,0,1,1,1,2,3,5,4,0,0,0,0,0,0,0,0,0,0,1,0,4,4,3,7,0,0,1,2,2,2,5,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,1,1,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,1,1,0,1,1,0,1,1,0,1,0
76,0,1,2,0,1,5,2,4,16,1,1,1,1,0,0,0,0,0,1,0,0,3,0,5,4,0,1,0,0,4,4,3,6,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1
77,0,0,2,0,1,5,2,4,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,4,0,1,0,0,4,4,3,6,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0
78,0,0,1,1,0,4,1,2,7,1,1,1,1,0,0,0,0,0,0,1,1,2,1,2,0,0,1,2,3,0,1,1,3,0,1,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,0
79,0,0,1,3,4,0,5,1,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,0,0,0,1,4,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1
80,0,0,1,1,0,4,1,2,7,1,1,1,1,0,0,0,0,0,0,1,1,2,1,2,0,0,1,2,3,0,1,1,3,0,1,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1
81,0,1,2,0,3,1,4,6,1,0,0,0,0,0,0,0,0,0,1,2,3,0,3,1,5,0,0,1,1,1,5,2,4,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0
82,0,1,2,0,1,5,2,4,2,1,1,1,1,0,0,0,0,0,1,0,0,3,0,5,4,0,1,0,0,4,4,3,6,1,1,0,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,1
83,0,0,1,3,4,0,1,2,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,0,0,1,2,3,0,1,1,3,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1
84,0,1,2,0,3,3,4,3,15,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,1,1,1,0,0,2,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,1,0,1,1,0,0,0,1,1,0,1,1,1,1
85,0,1,2,0,1,5,2,4,2,1,1,1,1,0,0,0,0,0,1,0,0,3,0,5,4,0,1,0,0,4,4,3,6,1,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0
86,0,1,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,4,5,0,0,1,2,2,5,2,7,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,1,0,0,0
87,0,1,2,0,3,3,4,3,15,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,1,1,1,0,0,2,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0
88,0,0,1,1,0,4,6,7,8,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,1,2,3,3,3,6,5,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1
89,0,1,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,4,5,0,0,1,2,2,5,2,7,1,0,1,0,1,0,0,1,1,0,1,0,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1
90,0,1,2,0,1,5,2,4,-1,1,1,1,1,0,0,0,0,0,1,0,2,3,0,5,4,0,1,0,0,4,4,3,6,1,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,1,0
91,0,0,1,1,0,4,6,7,13,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,0,0,1,2,3,0,1,1,3,0,1,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1
92,0,1,2,0,3,3,4,6,1,0,0,0,0,0,0,0,0,0,1,2,3,0,5,1,3,0,0,1,1,1,0,0,4,1,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0
93,0,0,1,3,4,0,1,1,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,0,0,0,1,4,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1
94,0,0,1,3,1,5,2,4,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,1,0,0,4,4,4,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,0,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1
95,0,0,1,1,0,4,1,2,7,1,1,1,1,0,0,0,0,0,0,1,1,2,1,2,0,0,1,2,3,0,1,1,3,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1
96,0,0,1,3,4,0,1,2,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,0,0,1,2,3,0,1,1,3,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,1,1,1,0,1,0,0,1,0,1,0,1,1,1,1,0,0,1,1,0,1
97,0,0,1,3,4,0,5,1,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,0,0,0,1,4,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0,1,1,0,1,0,0
98,0,0,1,1,0,4,1,2,7,1,1,1,1,0,0,0,0,0,0,1,1,2,1,2,0,0,1,2,3,0,1,1,3,0,1,0,0,1,1,1,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1
99,0,1,2,0,3,3,4,6,1,0,0,0,0,0,0,0,0,0,1,2,3,0,5,1,3,0,0,1,1,1,0,0,4,1,0,1,0,1,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1
100,0,1,2,0,1,5,2,4,2,1,1,1,1,0,0,0,0,0,1,0,0,3,0,5,4,0,1,0,0,4,4,3,6,1,1,1,0,1,1,0,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,0,1
101,0,1,2,0,3,3,4,3,15,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,1,1,1,0,0,2,1,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0
102,0,1,2,0,3,3,4,3,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,1,1,1,0,0,2,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0
103,0,0,1,3,4,0,5,1,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,0,0,0,1,4,1,0,1,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,1,1,1,0,0,1,0,1,1,0,0,1,1,1,0,0,1,1,0,1,0,0,1,1,1,0
104,0,1,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,4,5,0,0,1,2,2,5,2,7,1,0,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1
105,0,0,1,1,1,2,3,5,4,0,0,0,0,0,0,0,0,0,0,1,2,4,4,3,7,0,0,1,2,2,2,5,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,1,1
106,0,0,1,3,4,0,5,1,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,0,0,0,1,4,1,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0
107,0,1,0,2,2,1,0,6,1,0,0,0,0,0,0,0,0,0,1,2,3,0,3,1,5,0,0,1,1,1,5,2,4,1,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0
108,0,1,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,0,1,2,2,5,2,7,1,0,1,1,0,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,0,1,1,1,1,1,0,1,0,1
109,0,0,1,1,1,2,3,5,4,0,0,0,0,0,0,0,0,0,0,1,2,4,4,3,7,0,0,1,2,2,2,5,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,1
110,0,0,1,3,1,5,2,4,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,1,0,0,4,4,4,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0
111,0,1,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,1,5,0,0,1,2,2,5,2,7,1,0,1,1,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0
112,0,1,2,0,1,5,2,4,5,1,1,1,1,0,0,0,0,0,1,0,2,3,0,5,4,0,1,0,0,4,4,3,6,1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,1,0,1,1,1,1,0,0
113,0,0,1,1,0,4,6,7,11,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,1,2,3,3,3,6,5,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1
114,0,1,2,0,1,5,2,4,2,1,1,1,1,0,0,0,0,0,1,0,0,3,0,5,4,0,1,0,0,4,4,3,6,1,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,1
115,0,0,1,1,0,4,1,2,7,1,1,1,1,0,0,0,0,0,0,1,1,2,1,2,0,0,1,2,3,0,1,1,3,0,1,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,1,1
116,0,1,2,0,3,3,4,3,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,1,1,1,0,0,4,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0
117,0,0,1,3,4,0,1,2,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,0,0,1,2,3,0,1,1,3,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,0,0,1,0,1,1,1,0,0,1,1,1,0,1,0,1,1,0
118,0,1,2,0,3,3,4,3,15,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,1,1,1,0,0,2,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
119,0,1,2,0,1,5,2,4,2,1,1,1,1,0,0,0,0,0,1,0,0,3,0,5,4,0,1,0,0,4,4,3,6,1,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,1,1,1,0,0
120,0,0,1,3,4,0,5,1,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,0,0,0,1,4,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1
121,0,0,1,3,4,0,1,2,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,0,0,0,1,4,3,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0
122,0,0,2,3,1,5,2,4,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,1,0,0,4,4,3,6,0,1,1,0,1,1,0,1,1,1,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0
123,0,0,1,1,0,4,1,2,7,1,1,1,1,0,0,0,0,0,0,1,1,2,1,2,0,0,1,2,3,0,1,1,3,0,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0
124,0,0,1,3,4,0,5,1,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,0,0,0,1,4,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,0
125,0,1,2,0,3,3,4,3,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,1,1,1,0,0,2,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1
126,0,1,2,0,3,3,4,3,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,1,1,1,0,0,2,1,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0
127,0,1,2,0,1,5,2,4,2,1,1,1,1,0,0,0,0,0,1,0,0,3,0,5,4,0,1,0,0,4,4,3,6,1,1,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1
128,0,1,2,0,3,3,4,3,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,1,1,1,0,0,4,1,0,0,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0
129,0,1,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,0,1,2,2,5,2,7,1,0,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,1,0,0,1,1,1,0,1,0
130,0,1,2,0,3,3,4,3,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,1,1,1,0,0,2,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1
131,0,0,1,1,0,4,6,7,14,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,1,2,3,3,3,6,5,0,1,0,1,1,1,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1
132,0,1,2,0,3,3,4,3,15,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,1,1,1,0,0,2,1,0,0,1,1,0,1,1,0,0,1,1,0,0,0,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
133,0,1,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,0,1,2,2,5,2,7,1,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1
134,0,1,0,2,2,1,0,6,10,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,0,1,1,1,5,2,4,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0
135,0,1,0,2,1,2,3,5,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,3,7,0,0,1,2,2,2,5,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1
136,0,0,1,3,4,0,1,1,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,0,0,0,1,4,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0
137,0,0,1,3,4,0,5,1,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,0,0,0,1,4,1,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,0,1
138,0,1,0,2,2,1,0,6,10,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,0,1,1,1,5,2,4,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,1,1,0,1,1,0,1,0,1,0,0,1,1,1,1
139,0,1,2,0,3,3,4,3,-1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,1,1,1,0,0,2,1,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,1,1,0,0,1,1,0,1
140,0,0,1,1,0,4,6,7,14,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,1,2,3,3,3,6,5,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0,1,1,0
141,0,0,1,3,4,0,5,1,2,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,2,0,1,0,0,0,1,4,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,1,1
142,0,0,1,3,4,5,5,4,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,1,0,0,4,4,4,1,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,0,1,0
143,0,0,1,3,4,0,5,1,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,0,0,0,1,4,1,0,1,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1
144,0,0,1,1,0,4,6,7,14,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,1,2,3,3,3,6,5,0,1,0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1
145,0,0,1,3,4,0,1,2,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,0,0,1,2,3,0,1,1,3,0,1,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,0
146,0,0,2,3,1,5,2,4,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,4,0,1,0,0,4,4,3,6,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,1,1,1
147,0,1,0,2,2,1,0,6,9,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,0,1,2,2,5,2,7,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
148,0,0,1,1,0,4,6,7,11,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,1,2,3,3,3,6,5,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,1,1,1
149,0,0,1,1,0,4,1,2,7,1,1,1,1,0,0,0,0,0,0,1,1,2,1,2,0,0,1,2,3,0,1,1,3,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,1
150,0,1,0,2,2,2,3,0,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,0,1,2,2,2,5,7,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0
151,0,1,2,0,3,3,4,3,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,1,1,1,0,0,2,1,0,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1,0
152,0,0,1,1,0,4,6,7,14,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,1,2,3,3,3,6,5,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,0,1
153,0,0,1,1,0,4,1,2,7,1,1,1,1,0,0,0,0,0,0,1,1,2,1,2,0,0,1,2,3,0,1,1,3,0,1,1,1,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1
154,0,1,2,0,3,3,4,3,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,1,1,1,0,0,2,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,1
155,0,1,0,2,2,1,0,6,1,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,0,1,1,1,5,2,4,1,0,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,0
156,0,0,1,1,1,2,3,5,6,0,0,0,0,0,0,0,0,0,1,2,2,4,4,3,7,0,0,1,2,2,2,5,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1
157,0,0,1,3,4,0,5,1,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,0,0,0,1,4,1,0,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,1,0,0,1,1
