,abilities
kmeans_n_clusters_1,0.4246219
kmeans_n_clusters_2,0.5013154
kmeans_n_clusters_3,0.5034742
kmeans_n_clusters_4,0.50240165
kmeans_n_clusters_5,0.5020596
kmeans_n_clusters_6,0.5026492
kmeans_n_clusters_7,0.498987
kmeans_n_clusters_8,0.49408916
dbscan_eps_0_1_min_samples_2,0.48449004
dbscan_eps_0_2_min_samples_2,0.513014
dbscan_eps_0_3_min_samples_2,0.5129213
dbscan_eps_0_4_min_samples_2,0.5129213
dbscan_eps_0_5_min_samples_2,0.5129213
dbscan_eps_0_6_min_samples_2,0.4246219
dbscan_eps_0_7_min_samples_2,0.4246219
dbscan_eps_0_8_min_samples_2,0.4246219
dbscan_eps_0_9_min_samples_2,0.4246219
kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,0.4246219
kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,0.5048967
kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,0.5028677
kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,0.5024558
kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,0.50171816
kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,0.50189734
kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,0.49882606
kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,0.49529985
spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,0.4246219
spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,0.5129213
spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,0.51012164
spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,0.5055992
spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,0.50576735
spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,0.50560576
spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,0.5009351
spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,0.49459878
mean_shift_,0.5035192
optics_min_samples_7_xi_0_1_min_cluster_size_0_1,0.5129213
random_model_n1,0.44733098
random_model_n2,0.44731036
random_model_n3,0.44717196
random_model_n4,0.4472415
random_model_n5,0.44743672
random_model_n6,0.4472681
random_model_n7,0.44736513
random_model_n8,0.44720697
random_model_n9,0.44699946
random_model_n10,0.4472481
random_model_n11,0.44858348
random_model_n12,0.44798276
random_model_n13,0.44799495
random_model_n14,0.44717348
random_model_n15,0.4471772
random_model_n16,0.4477215
average_model,0.48682374
optimal_clustering,0.5167114
